部件ID,对象类型,对象句柄,起点X,起点Y,终点X,终点Y,圆心X,圆心Y,半径,起始角度(°),总角度(°)
A23,ARC,3C3D5,147.306117,184.343027,143.379788,184.414855,145.374122,186.082779,2.599873,317.997103,261.90968
A23,ARC,3CAFA,140.964332,180.44383,141.537389,180.438823,141.360345,192.97232,12.534748,268.189538,2.619747
A23,ARC,3CAF9,141.537389,180.438823,142.360683,180.482395,141.405958,190.722202,10.284219,270.732252,4.594415
A23,ARC,3CAF8,142.360683,180.482395,143.262388,180.616,141.613231,188.636601,8.188392,275.237362,6.381587
A23,ARC,3CAF7,143.262388,180.616,144.539842,181.022319,142.054035,186.626312,6.130576,281.367586,12.553429
A23,ARC,3CAF6,144.539842,181.022319,146.714848,182.97088,142.643176,185.327563,4.704516,293.775789,36.161954
A23,ARC,3CAF5,146.714848,182.97088,147.306117,184.343027,141.252488,186.138118,6.314172,329.893568,13.589687
A23,LINE,3C3D3,129.559083,183.260756,129.262247,183.364075,,,,,
A23,ARC,3C3D2,129.262247,183.364075,128.513183,183.327017,128.933522,182.41965,1,70.808584,44.04737
A23,LINE,3C3D1,128.513183,183.327017,128.235168,183.198226,,,,,
A23,ARC,3C3D0,124.965946,184.313593,128.235168,183.198226,127.184235,185.466712,2.500098,207.466476,87.390638
A23,ARC,3C3CF,124.965946,184.313593,124.416376,184.793614,124.078666,183.852364,1,27.466476,42.796074
A23,LINE,3C3CE,124.416376,184.793614,123.967076,184.954818,,,,,
A23,ARC,3CAF4,111.789914,186.90498,111.261366,186.12373,112.628923,185.767938,1.413082,126.423167,38.993713
A23,ARC,3CAF3,112.153532,187.118161,111.789914,186.90498,112.932197,185.373316,1.910708,114.049575,12.66523
A23,ARC,3CAF2,112.604203,187.274251,112.153532,187.118161,113.278326,184.599234,2.758651,104.144415,9.918109
A23,ARC,3CAF1,113.141882,187.373088,112.604203,187.274251,113.620809,183.25578,4.145069,96.63485,7.56215
A23,ARC,3CAF0,113.766449,187.41456,113.141882,187.373088,113.865299,181.202179,6.213167,90.911598,5.774678
A23,ARC,3CAEF,114.477711,187.398603,113.766449,187.41456,113.917765,178.29956,9.116255,86.478514,4.472555
A23,ARC,3CAEE,115.275404,187.325201,114.477711,187.398603,113.684892,174.41155,13.01123,82.978518,3.528086
A23,ARC,3CAED,116.633236,187.107473,115.275404,187.325201,112.788989,167.476139,20.004187,78.920425,3.939547
A23,ARC,3CAEC,118.742415,186.616822,116.633236,187.107473,110.404963,155.555071,32.161241,74.975081,3.858595
A23,ARC,3CAEB,121.188876,185.898545,118.742415,186.616822,105.124411,135.708216,52.69854,72.251642,2.772424
A23,ARC,3CAEA,123.967076,184.954818,121.188876,185.898545,96.612723,108.988615,80.741096,70.196771,2.08223
A23,ARC,3C3CC,107.79412,187.156012,111.261366,186.12373,108.994877,184.850072,2.599842,117.507049,271.826853
A23,ARC,3CAE9,114.190206,190.458582,113.912003,190.468629,113.573366,177.234248,13.238712,87.329412,1.204845
A23,ARC,3CAE8,113.912003,190.468629,112.840821,190.448661,113.590608,178.967736,11.505383,88.399275,5.337246
A23,ARC,3CAE7,112.840821,190.448661,111.961858,190.346903,113.417795,181.617873,8.849617,93.738199,5.731136
A23,ARC,3CAE6,111.961858,190.346903,110.594387,189.971039,113.021256,183.817103,6.615181,99.2154,12.306915
A23,ARC,3CAE5,110.594387,189.971039,109.07715,189.027241,112.40296,185.372153,4.941729,111.467895,20.831556
A23,ARC,3CAE4,109.07715,189.027241,107.79412,187.156012,112.689625,185.17483,5.281197,133.15903,24.808084
A23,LINE,3C3CA,125.02725,187.763865,125.315652,187.663836,,,,,
A23,ARC,3C3C9,125.315652,187.663836,126.083598,187.710751,125.64334,188.608622,1,250.871468,45.248873
A23,ARC,3C3C8,127.724009,187.907131,126.083598,187.710751,127.184288,185.465981,2.500102,77.532863,38.587478
A23,LINE,3C3C7,129.302895,186.793391,129.331312,186.748031,,,,,
A23+,CIRCLE,3C3C6,,,,,160.79656,135.881863,1,,
A23+,CIRCLE,3C3C5,,,,,143.741563,142.236563,1,,
A23+,CIRCLE,3C3C4,,,,,126.687275,148.591141,1,,
A23+,ARC,3C3C3,146.205965,142.657102,145.405339,144.102271,143.741553,142.236172,2.500102,9.692795,38.587478
A23+,ARC,3CAE3,145.098029,139.292936,145.696859,138.763979,255.876023,264.100939,166.879602,228.408148,0.274324
A23+,ARC,3CAE2,145.696859,138.763979,147.483094,137.221494,220.668021,223.776912,113.348463,228.59159,1.192994
A23+,ARC,3CAE1,147.483094,137.221494,149.246314,135.778602,190.575482,188.081782,66.661254,229.7264,1.958353
A23+,ARC,3CAE0,149.246314,135.778602,150.691003,134.682895,176.888679,170.724776,44.557103,231.656062,2.331748
A23+,ARC,3CADF,150.691003,134.682895,152.664453,133.361395,167.708791,157.961998,28.836119,233.831971,4.72043
A23+,ARC,3CADE,152.664453,133.361395,154.299744,132.471981,162.158452,148.86917,18.183154,238.524657,5.868264
A23+,ARC,3CADD,142.621711,145.182193,140.928464,146.65867,60.841731,53.104788,123.151182,48.38962,1.045225
A23+,ARC,3CADC,140.928464,146.65867,139.252856,148.05602,91.495101,89.084852,75.884134,49.350334,1.64741
A23+,ARC,3CADB,139.252856,148.05602,137.602843,149.337444,108.712402,110.433888,48.457654,50.931403,2.470391
A23+,ARC,3CADA,137.602843,149.337444,135.720789,150.636821,118.931701,124.306342,31.227673,53.280092,4.197126
A23+,ARC,3CAD9,135.720789,150.636821,133.897034,151.669877,125.321889,134.404982,19.27718,57.354414,6.23287
A23+,ARC,3C3C0,146.214975,142.60434,146.530484,142.030504,147.200706,142.772665,1,189.690429,38.225382
A23+,LINE,3C3BF,146.530484,142.030504,146.882969,141.712186,,,,,
A23+,ARC,3CAD8,158.03691,134.910279,158.317433,135.098749,157.537612,135.956444,1.159207,295.513499,16.763773
A23+,ARC,3CAD7,157.69695,134.801595,158.03691,134.910279,157.458121,136.134682,1.354312,280.157085,15.143543
A23+,ARC,3CAD6,157.297514,134.773299,157.69695,134.801595,157.363887,136.669789,1.897651,267.995577,12.112954
A23+,ARC,3CAD5,156.838676,134.82584,157.297514,134.773299,157.396196,137.664857,2.893241,258.889764,9.15562
A23+,ARC,3CAD4,155.743681,135.174457,156.838676,134.82584,157.959574,140.240531,5.529493,246.375505,11.928866
A23+,ARC,3CAD3,154.414888,135.847923,155.743681,135.174457,160.492893,146.192601,11.998105,239.563677,7.11856
A23+,ARC,3CAD2,152.857055,136.84419,154.414888,135.847923,165.998082,155.676319,22.963791,235.092732,4.614992
A23+,ARC,3CAD1,151.076716,138.158705,152.857055,136.84419,175.446458,169.301467,39.544355,231.956214,3.206894
A23+,ARC,3CAD0,149.082092,139.784476,151.076716,138.158705,189.67717,187.553249,62.688245,229.641299,2.35207
A23+,ARC,3CACF,146.882969,141.712186,149.082092,139.784476,209.365121,210.773295,93.131391,227.863185,1.799217
A23+,ARC,3C3BD,161.920777,133.53762,158.317433,135.098749,160.79656,135.881863,2.599873,295.620756,261.90968
A23+,ARC,3CACE,154.572128,132.346266,155.10013,132.12348,159.707777,143.780644,12.534748,245.813191,2.619747
A23+,ARC,3CACD,155.10013,132.12348,155.87802,131.850352,158.893361,141.682588,10.284219,248.355905,4.594415
A23+,ARC,3CACC,155.87802,131.850352,156.762691,131.630628,158.291062,139.67512,8.188392,252.861016,6.381587
A23+,ARC,3CACB,156.762691,131.630628,158.098638,131.520041,157.933381,137.648389,6.130576,258.991239,12.553429
A23+,ARC,3CACA,158.098638,131.520041,160.749894,132.418818,157.985339,136.214042,4.695368,271.382674,34.688038
A23+,ARC,3CAC9,160.749894,132.418818,161.920777,133.53762,157.098359,137.412429,6.186263,306.175811,15.042341
A23+,LINE,3C3BB,145.098029,139.292936,144.862876,139.501477,,,,,
A23+,ARC,3C3BA,144.862876,139.501477,144.156107,139.75237,144.199371,138.753306,1,48.432237,44.04737
A23+,LINE,3C3B9,144.156107,139.75237,143.849996,139.739114,,,,,
A23+,ARC,3C3B8,141.251544,142.015053,143.849996,139.739114,143.741782,142.236868,2.500098,185.090129,87.390638
A23+,ARC,3C3B7,141.251544,142.015053,140.926093,142.668145,140.255487,141.92633,1,5.090129,42.796074
A23+,LINE,3C3B6,140.926093,142.668145,140.571992,142.988254,,,,,
A23+,ARC,3CAC8,130.054135,149.427283,129.267972,148.90607,130.397111,148.056455,1.413082,104.04682,38.993713
A23+,ARC,3CAC7,130.471529,149.485987,130.054135,149.427283,130.52732,147.576094,1.910708,91.673228,12.66523
A23+,ARC,3CAC6,130.947688,149.458758,130.471529,149.485987,130.552703,146.728531,2.758651,81.768069,9.918109
A23+,ARC,3CAC5,131.482507,149.345465,130.947688,149.458758,130.35796,145.355855,4.145069,74.258503,7.56215
A23+,ARC,3CAC4,132.075834,149.146049,131.482507,149.345465,129.802258,143.363808,6.213167,68.535251,5.774678
A23+,ARC,3CAC3,132.727467,148.860523,132.075834,149.146049,128.74578,140.659774,9.116255,64.102167,4.472555
A23+,ARC,3CAC2,133.437152,148.488976,132.727467,148.860523,127.05032,137.15317,13.01123,60.602171,3.528086
A23+,ARC,3CAC1,134.609858,147.770731,133.437152,148.488976,123.581643,131.081034,20.004187,56.544078,3.939547
A23+,ARC,3CAC0,136.373436,146.514084,134.609858,147.770731,116.838911,120.965155,32.161241,52.598734,3.858595
A23+,ARC,3CABF,138.362247,144.918551,136.373436,146.514084,104.400495,104.622949,52.69854,49.875295,2.772424
A23+,ARC,3CABE,140.571992,142.988254,138.362247,144.918551,86.35786,83.15555,80.741096,47.820424,2.08223
A23+,ARC,3C3B4,126.454776,151.180566,129.267972,148.90607,126.687275,148.591141,2.599842,95.130703,271.826853
A23+,ARC,3CABD,133.626509,151.799546,133.373078,151.914745,128.021761,139.805786,13.238712,64.953065,1.204845
A23+,ARC,3CABC,133.373078,151.914745,132.374951,152.304068,128.697623,141.402183,11.505383,66.022928,5.337246
A23+,ARC,3CABB,132.374951,152.304068,131.523433,152.544583,129.5467,143.918562,8.849617,71.361852,5.731136
A23+,ARC,3CABA,131.523433,152.544583,130.001715,152.717452,130.034655,146.223345,6.494191,76.747216,13.543404
A23+,ARC,3CAB9,130.001715,152.717452,127.935393,152.245698,130.018626,147.882174,4.835308,90.200386,25.320351
A23+,ARC,3CAB8,127.935393,152.245698,126.454776,151.180566,130.346791,147.332014,5.473493,116.139567,19.182143
A23+,LINE,3C3B2,142.621711,145.182193,142.850317,144.979905,,,,,
A23+,ARC,3C3B1,142.850317,144.979905,143.578299,144.730938,143.513001,145.728804,1,228.495122,45.248873
A23+,ARC,3C3B0,145.169952,144.288045,143.578299,144.730938,143.741553,142.236172,2.500102,55.156517,38.587478
A23+,LINE,3C3AF,146.205965,142.657102,146.214975,142.60434,,,,,
A15,ARC,3CAB7,168.18113,132.614735,168.204373,133.137641,162.262753,133.139781,5.941621,354.930301,5.049059
A15,ARC,3CAB6,166.857545,129.621605,168.18113,132.614735,163.244431,133.008566,4.952383,316.850429,38.588396
A15,ARC,3CAB5,165.316589,128.410308,166.857545,129.621605,162.047874,134.154429,6.609041,299.642212,17.05514
A15,ARC,3CAB4,163.592065,127.630011,165.316589,128.410308,160.351501,137.087759,9.997513,288.913303,10.864146
A15,ARC,3CAB3,160.963222,126.989608,163.592065,127.630011,158.663208,142.147015,15.330918,278.628348,10.125186
A15,ARC,3CAB2,156.950778,126.728648,160.963222,126.989608,157.416869,150.539682,23.815596,268.878603,9.685094
A15,ARC,3CAB1,152.645411,127.088654,156.950778,126.728648,157.492041,159.125956,32.401829,261.397477,7.64537
A15,ARC,3CAB0,137.85928,74.969337,138.317903,73.888393,143.304808,76.642005,5.696631,197.075051,11.831046
A15,ARC,3CAAF,137.951849,78.023859,137.85928,74.969337,142.248215,76.364991,4.605497,158.887949,38.752393
A15,ARC,3CAAE,138.721008,79.424834,137.951849,78.023859,143.563077,75.854826,6.015862,143.599026,15.266847
A15,ARC,3CAAD,139.897086,80.726809,138.721008,79.424834,145.793419,74.218469,8.782097,132.175501,11.465805
A15,ARC,3CAAC,142.000953,82.289578,139.897086,80.726809,149.119059,70.509335,13.763777,121.142095,10.926333
A15,ARC,3CAAB,145.30434,83.927665,142.000953,82.289578,153.429464,63.392571,22.084106,111.587226,9.577437
A15,ARC,3CAAA,152.348904,85.837679,145.30434,83.927665,157.358538,53.415035,32.807382,98.783334,12.77346
A15,ARC,3CAA9,154.093764,86.068494,152.645412,85.88331,157.708527,52.040401,34.219551,96.063721,2.444986
A15,ARC,3CAA8,157.648313,86.244615,154.093764,86.068494,157.377943,55.743461,30.502352,89.492129,6.688873
A15,ARC,3CAA7,160.647677,86.029328,157.648313,86.244615,157.482447,62.932606,23.312598,82.196659,7.395687
A15,ARC,3CAA6,163.320907,85.432886,160.647677,86.029328,158.546738,70.324136,15.845094,72.464138,9.91644
A15,ARC,3CAA5,165.090096,84.688782,163.320907,85.432886,160.199483,75.536078,10.377384,61.882834,10.612042
A15,ARC,3CAA4,166.520009,83.686066,165.090096,84.688782,161.779368,78.446639,7.065781,47.861166,14.198107
A15,ARC,3CAA3,167.759969,81.997119,166.520009,83.686066,163.089478,79.867862,5.132955,24.508036,23.553314
A15,ARC,3CAA2,168.204374,79.834324,167.759969,81.997119,162.95014,79.881754,5.254448,359.482799,24.257111
A15,ARC,3CAA1,148.323395,128.018214,152.348903,127.134285,157.722566,161.214759,34.501522,254.191219,6.848399
A15,ARC,3CAA0,144.946964,129.191027,148.323395,128.018214,156.271279,156.346163,29.421786,247.362743,6.964898
A15,ARC,3CA9F,142.000952,130.682385,144.946964,129.191027,153.135882,149.022754,21.455903,238.73694,8.826347
A15,ARC,3CA9E,140.12871,132.038564,142.000952,130.682385,149.281241,142.703459,14.053783,229.36406,9.435704
A15,ARC,3CA9D,138.721007,133.547129,140.12871,132.038564,145.943876,138.876001,8.975896,216.41908,13.200116
A15,ARC,3CA9C,137.951848,134.948104,138.721007,133.547129,143.563076,137.117138,6.015862,201.134129,15.266847
A15,ARC,3CA9B,137.78525,137.736823,137.951848,134.948104,142.228538,136.602928,4.585686,165.684083,35.469386
A15,ARC,3CA9A,138.317902,139.08357,137.78525,137.736823,143.427291,136.284049,5.826077,151.280914,14.27961
A15,LINE,3C3AA,134.139482,85.750863,136.639482,85.750863,,,,,
A15,ARC,3C3A9,142.610326,86.252546,143.771244,85.730973,143.451609,86.572301,0.9,200.810821,89.991852
A15,ARC,3C3A8,143.061106,87.600083,142.539459,86.439,143.380741,86.758755,0.9,110.802673,90.008148
A15,ARC,3C3A7,145.343715,87.504661,144.182797,88.026234,144.502432,87.184905,0.9,20.810821,89.991852
A15,ARC,3C3A6,144.892935,86.157124,145.414583,87.318207,144.5733,86.998452,0.9,290.802673,90.008148
A15,ARC,3C3A5,157.02481,88.287152,157.924836,89.187133,157.024836,89.187152,0.9,269.998357,90.000415
A15,ARC,3C3A4,154.924836,89.187206,155.82481,88.287187,155.824836,89.187187,0.9,179.998772,89.999585
A15,ARC,3C3A3,155.824866,90.286569,154.92484,89.386588,155.82484,89.386569,0.9,89.998357,90.000415
A15,ARC,3C3A2,157.92484,89.386515,157.024866,90.286534,157.02484,89.386534,0.9,359.998772,89.999585
A15,ARC,3C3A1,144.182797,124.945731,145.343715,125.467304,144.502432,125.787059,0.9,249.197327,89.991852
A15,ARC,3C3A0,142.539459,126.532964,143.061106,125.371881,143.380741,126.213209,0.9,159.189179,90.008148
A15,ARC,3C39F,143.771244,127.240991,142.610326,126.719418,143.451609,126.399663,0.9,69.197327,89.991852
A15,ARC,3C39E,145.414583,125.653757,144.892935,126.814841,144.5733,125.973512,0.9,339.189179,90.008148
A15,ARC,3C39D,157.024866,122.68543,157.92484,123.585449,157.02484,123.585429,0.9,270.001643,89.999585
A15,ARC,3C39C,154.92484,123.585376,155.824866,122.685395,155.82484,123.585395,0.9,180.001228,90.000415
A15,ARC,3C39B,155.82481,124.684777,154.924836,123.784758,155.824836,123.784777,0.9,90.001643,89.999585
A15,ARC,3C39A,157.924836,123.784831,157.02481,124.684811,157.024836,123.784811,0.9,0.001228,90.000415
A15,LINE,3C399,144.892935,86.157124,143.771244,85.730973,,,,,
A15,LINE,3C398,142.610326,86.252546,142.539459,86.439,,,,,
A15,LINE,3C397,143.061106,87.600083,144.182797,88.026234,,,,,
A15,LINE,3C396,145.343715,87.504661,145.414583,87.318207,,,,,
A15,LINE,3C393,110.362709,138.453097,110.362709,134.453097,,,,,
A15,LINE,3C392,110.362709,134.453097,114.362707,134.453097,,,,,
A15,LINE,3C391,114.362707,134.453097,114.362707,138.453097,,,,,
A15,LINE,3C390,114.362707,138.453097,110.362709,138.453097,,,,,
A15,LINE,3C38F,111.909996,78.947805,111.909996,82.947805,,,,,
A15,LINE,3C38E,111.909996,82.947805,106.909996,82.947804,,,,,
A15,LINE,3C38D,106.909996,82.947804,106.909996,78.947804,,,,,
A15,LINE,3C38C,106.909996,78.947804,111.909996,78.947805,,,,,
A15,LINE,3C38B,134.139482,85.750863,134.139482,80.750863,,,,,
A15,LINE,3C38A,134.139482,80.750863,134.511126,80.750863,,,,,
A15,LINE,3C389,134.511126,80.750863,136.639482,80.750863,,,,,
A15,LINE,3C388,136.639482,80.750863,136.639482,85.750863,,,,,
A15,LINE,3C387,133.783194,125.654452,133.783193,119.654452,,,,,
A15,LINE,3C386,133.783193,119.654452,136.711939,119.654466,,,,,
A15,LINE,3C385,136.711939,119.654466,136.71191,125.654466,,,,,
A15,LINE,3C384,136.71191,125.654466,133.783194,125.654452,,,,,
A15,ARC,3C383,138.368326,113.394454,139.526914,112.154424,139.567635,113.353733,1.2,178.055373,90
A15,ARC,3C382,139.628715,115.152697,138.388686,113.994108,139.587995,113.953388,1.2,88.055373,90
A15,ARC,3C381,141.386958,113.892307,140.22837,115.132336,140.187649,113.933028,1.2,358.055373,90
A15,ARC,3C380,140.126569,112.134064,141.366598,113.292653,140.167289,113.333373,1.2,268.055373,90
A15,ARC,3C37F,141.366598,99.679311,140.126569,100.837899,140.167289,99.63859,1.2,1.944629,90
A15,ARC,3C37E,139.526915,100.817539,138.368326,99.57751,139.567635,99.61823,1.2,91.944629,90
A15,ARC,3C37D,138.388686,98.977855,139.628716,97.819267,139.587995,99.018576,1.2,181.944629,90
A15,ARC,3C37C,140.22837,97.839627,141.386959,99.079656,140.18765,99.038936,1.2,271.944629,90
A15,ARC,3C37B,173.006864,101.954291,171.848275,100.714262,173.047584,100.754982,1.2,91.944629,90
A15,ARC,3C37A,174.844344,100.815988,173.604315,101.974577,173.645035,100.775268,1.2,1.944629,90
A15,ARC,3C379,173.706116,98.976304,174.864704,100.216334,173.665395,100.175613,1.2,271.944629,90
A15,ARC,3C378,171.868636,100.114607,173.108665,98.956019,173.067944,100.155328,1.2,181.944629,90
A15,ARC,3C377,202.824701,101.766011,201.584672,102.9246,201.625392,101.725291,1.2,1.944629,90
A15,ARC,3C376,200.988551,102.90436,199.829962,101.66433,201.029271,101.705051,1.2,91.944629,90
A15,ARC,3C375,199.850322,101.064676,201.090352,99.906087,201.049631,101.105396,1.2,181.944629,90
A15,ARC,3C374,201.686473,99.926328,202.845061,101.166357,201.645752,101.125637,1.2,271.944629,90
A15,ARC,3C373,199.829962,111.307635,200.988551,110.067606,201.029271,111.266915,1.2,178.055373,90
A15,ARC,3C372,201.090351,113.065878,199.850322,111.90729,201.049631,111.866569,1.2,88.055373,90
A15,ARC,3C371,202.845061,111.805609,201.686473,113.045638,201.645752,111.846329,1.2,358.055373,90
A15,ARC,3C370,201.584672,110.047366,202.824701,111.205954,201.625392,111.246675,1.2,268.055373,90
A15,ARC,3C36F,173.604315,110.997388,174.844344,112.155977,173.645035,112.196697,1.2,268.055373,90
A15,ARC,3C36E,174.864704,112.755631,173.706116,113.99566,173.665395,112.796351,1.2,358.055373,90
A15,ARC,3C36D,173.108665,114.015946,171.868635,112.857357,173.067944,112.816637,1.2,88.055373,90
A15,ARC,3C36C,171.848275,112.257703,173.006864,111.017673,173.047584,112.216982,1.2,178.055373,90
A15,ARC,3C36B,198.073784,76.625324,214.791174,100.289309,190.446044,99.750913,24.351083,288.254614,73.012285
A15,ARC,3CA99,214.791174,112.682657,202.639887,134.303664,190.405241,113.20254,24.391474,358.778698,61.115709
A15,LINE,3CA98,202.639887,134.303664,202.639887,134.303664,,,,,
A15,ARC,3CA97,81.095105,98.67136,81.240824,97.421639,150.54631,106.136138,69.85122,186.134733,1.032049
A15,ARC,3CA96,81.240824,97.421639,82.293991,91.397029,140.861833,104.739677,60.068447,186.997632,5.836188
A15,ARC,3CA95,82.293991,91.397029,83.939076,85.819154,126.804464,101.492994,45.641108,192.77972,7.305351
A15,ARC,3CA94,83.939076,85.819154,87.6686,78.508934,114.601505,96.856018,32.588294,199.796214,14.467043
A15,ARC,3CA93,87.6686,78.508934,98.88083,69.529449,107.835746,92.200818,24.375838,214.173378,34.273203
A15,ARC,3CA92,111.685051,145.65768,109.988352,145.628083,111.624736,100.46721,45.19051,89.923529,2.151651
A15,ARC,3CA91,109.988352,145.628083,107.552477,145.46769,111.437912,105.036919,40.617038,92.045234,3.444087
